"literal","code","standard","contributor","broader_uri","broader_term","uri"
"corregidores","300311300","corregidores","AAT Getty","http://vocab.getty.edu/aat/300025467","magistrates","http://vocab.getty.edu/aat/300311300"
"governors general","300162030","governors general","AAT Getty","http://vocab.getty.edu/aat/300025472","viceroys","http://vocab.getty.edu/aat/300162030"
"caciques (rulers)","300379207","caciques (rulers)","AAT Getty","http://vocab.getty.edu/aat/300025475","rulers (people)","http://vocab.getty.edu/aat/300379207"
"shahs","300258669","shahs","AAT Getty","http://vocab.getty.edu/aat/300025481","kings (people)","http://vocab.getty.edu/aat/300258669"
"prince-electors","300417534","prince-electors","AAT Getty","http://vocab.getty.edu/aat/300025482","princes (rulers)","http://vocab.getty.edu/aat/300417534"
"industrial archaeologists","300025490","industrial archaeologists","AAT Getty","http://vocab.getty.edu/aat/300025486","archaeologists","http://vocab.getty.edu/aat/300025490"
"runologist","300237588","runologists","AAT Getty","http://vocab.getty.edu/aat/300025491","paleographers","http://vocab.getty.edu/aat/300237588"
"runologists","300237588","runologists","AAT Getty","http://vocab.getty.edu/aat/300025491","palaeographers","http://vocab.getty.edu/aat/300237588"
"accountants","300024982","accountants","AAT Getty","http://vocab.getty.edu/aat/300024981","<people in accounting>","http://vocab.getty.edu/aat/300024982"
"comptrollers","300025447","comptrollers","AAT Getty","http://vocab.getty.edu/aat/300024982","accountants","http://vocab.getty.edu/aat/300025447"
"controllers","300025447","controllers","AAT Getty","http://vocab.getty.edu/aat/300024982","accountants","http://vocab.getty.edu/aat/300025447"
"amateur architects","300386158","amateur architects","AAT Getty","http://vocab.getty.edu/aat/300024987","architects","http://vocab.getty.edu/aat/300386158"
"golf course architects","300386166","golf course architects","AAT Getty","http://vocab.getty.edu/aat/300024993","landscape architects","http://vocab.getty.edu/aat/300386166"
"subbidders","300025000","subbidders","AAT Getty","http://vocab.getty.edu/aat/300024999","bidders","http://vocab.getty.edu/aat/300025000"
"sub-bidders","300025000","sub-bidders","AAT Getty","http://vocab.getty.edu/aat/300024999","bidders","http://vocab.getty.edu/aat/300025000"
"asphalters","300025003","asphalters","AAT Getty","http://vocab.getty.edu/aat/300025001","construction workers","http://vocab.getty.edu/aat/300025003"
"slingers (workers)","300025012","slingers (workers)","AAT Getty","http://vocab.getty.edu/aat/300025011","cranemen","http://vocab.getty.edu/aat/300025012"
"thatchers","300395478","thatchers","AAT Getty","http://vocab.getty.edu/aat/300025033","roofers","http://vocab.getty.edu/aat/300395478"
"quarrier","300025047","quarriers","AAT Getty","http://vocab.getty.edu/aat/300025039","stonecutters","http://vocab.getty.edu/aat/300025047"
"quarriers","300025047","quarriers","AAT Getty","http://vocab.getty.edu/aat/300025039","stone-cutters","http://vocab.getty.edu/aat/300025047"
"banker masons","300025041","banker masons","AAT Getty","http://vocab.getty.edu/aat/300025040","masons (construction workers)","http://vocab.getty.edu/aat/300025041"
"building contractors","300386816","building contractors","AAT Getty","http://vocab.getty.edu/aat/300025052","contractors","http://vocab.getty.edu/aat/300386816"
"delineator","300124714","delineators","AAT Getty","http://vocab.getty.edu/aat/300025059","draftsmen (people in engineering)","http://vocab.getty.edu/aat/300124714"
"delineators","300124714","delineators","AAT Getty","http://vocab.getty.edu/aat/300025059","draughtsmen (people in engineering)","http://vocab.getty.edu/aat/300124714"
"aerospace engineers","300025067","aerospace engineers","AAT Getty","http://vocab.getty.edu/aat/300025063","engineers","http://vocab.getty.edu/aat/300025067"
"aeronautical engineers","300025066","aeronautical engineers","AAT Getty","http://vocab.getty.edu/aat/300025067","aerospace engineers","http://vocab.getty.edu/aat/300025066"
"hydraulic engineers","300025073","hydraulic engineers","AAT Getty","http://vocab.getty.edu/aat/300025070","civil engineers","http://vocab.getty.edu/aat/300025073"
"water-supply engineers","300025074","water-supply engineers","AAT Getty","http://vocab.getty.edu/aat/300025073","hydraulic engineers","http://vocab.getty.edu/aat/300025074"
"electronic engineers","300253983","electronic engineers","AAT Getty","http://vocab.getty.edu/aat/300025079","electrical engineers","http://vocab.getty.edu/aat/300253983"
"plant engineers","300260850","plant engineers","AAT Getty","http://vocab.getty.edu/aat/300025082","industrial engineers","http://vocab.getty.edu/aat/300260850"
"architectural planners","300386350","architectural planners","AAT Getty","http://vocab.getty.edu/aat/300025090","planners","http://vocab.getty.edu/aat/300386350"
"architects","300024987","architects","AAT Getty","http://vocab.getty.edu/aat/300025101","<people in the visual arts>","http://vocab.getty.edu/aat/300024987"
"affichistes","300266026","affichistes","AAT Getty","http://vocab.getty.edu/aat/300025113","collagists","http://vocab.getty.edu/aat/300266026"
"decorative painters","300435166","decorative painters","AAT Getty","http://vocab.getty.edu/aat/300025137","<painters by subject of work>","http://vocab.getty.edu/aat/300435166"
"enamel painters","300435170","enamel painters","AAT Getty","http://vocab.getty.edu/aat/300025143","<painters by technique, implement, or material employed>","http://vocab.getty.edu/aat/300435170"
"ceiling painters (artists)","300386203","ceiling painters (artists)","AAT Getty","http://vocab.getty.edu/aat/300025153","muralists (painters)","http://vocab.getty.edu/aat/300386203"
"book printmaker","300435163","book printmakers","AAT Getty","http://vocab.getty.edu/aat/300025164","printmakers","http://vocab.getty.edu/aat/300435163"
"book printmakers","300435163","book printmakers","AAT Getty","http://vocab.getty.edu/aat/300025164","print-makers","http://vocab.getty.edu/aat/300435163"
"copper engravers","300420015","copper engravers","AAT Getty","http://vocab.getty.edu/aat/300025165","engravers (printmakers)","http://vocab.getty.edu/aat/300420015"
"aquatinters","300249564","aquatinters","AAT Getty","http://vocab.getty.edu/aat/300025174","etchers","http://vocab.getty.edu/aat/300249564"
"chromolithographers","300251177","chromolithographers","AAT Getty","http://vocab.getty.edu/aat/300025175","lithographers","http://vocab.getty.edu/aat/300251177"
"altarpiece sculptors","300435120","altarpiece sculptors","AAT Getty","http://vocab.getty.edu/aat/300025181","sculptors","http://vocab.getty.edu/aat/300435120"
"ceramics designers","300435148","ceramics designers","AAT Getty","http://vocab.getty.edu/aat/300025190","designers","http://vocab.getty.edu/aat/300435148"
"window dressers","300025197","window dressers","AAT Getty","http://vocab.getty.edu/aat/300025195","display designers","http://vocab.getty.edu/aat/300025197"
"product engineers","300025204","product engineers","AAT Getty","http://vocab.getty.edu/aat/300025203","industrial designers","http://vocab.getty.edu/aat/300025204"
"drapers","300025193","drapers","AAT Getty","http://vocab.getty.edu/aat/300025205","interior designers","http://vocab.getty.edu/aat/300025193"
"advertisers","300252554","advertisers","AAT Getty","http://vocab.getty.edu/aat/300025207","<people in commerce and business>","http://vocab.getty.edu/aat/300252554"
"brokers","300025215","brokers","AAT Getty","http://vocab.getty.edu/aat/300025213","agents (commercial representatives)","http://vocab.getty.edu/aat/300025215"
"stockbrokers","300025216","stockbrokers","AAT Getty","http://vocab.getty.edu/aat/300025215","brokers","http://vocab.getty.edu/aat/300025216"
"manufacturers","300025230","manufacturers","AAT Getty","http://vocab.getty.edu/aat/300025226","industrialists","http://vocab.getty.edu/aat/300025230"
"aircraft manufacturers","300386678","aircraft manufacturers","AAT Getty","http://vocab.getty.edu/aat/300025230","manufacturers","http://vocab.getty.edu/aat/300386678"
"art dealers","300386253","art dealers","AAT Getty","http://vocab.getty.edu/aat/300025236","dealers","http://vocab.getty.edu/aat/300386253"
"booksellers","300025244","booksellers","AAT Getty","http://vocab.getty.edu/aat/300025245","merchants","http://vocab.getty.edu/aat/300025244"
"academic printmakers","300420019","academic printmakers","AAT Getty","http://vocab.getty.edu/aat/300420016","academic artists","http://vocab.getty.edu/aat/300420019"
"stained glass artists","300386222","stained glass artists","AAT Getty","http://vocab.getty.edu/aat/300435183","glass artists","http://vocab.getty.edu/aat/300386222"
"goldsmiths","300025319","goldsmiths","AAT Getty","http://vocab.getty.edu/aat/300435189","gold workers","http://vocab.getty.edu/aat/300025319"
"ironsmiths","300025320","ironsmiths","AAT Getty","http://vocab.getty.edu/aat/300435191","iron workers","http://vocab.getty.edu/aat/300025320"
"lamas","300412024","lamas (Buddhist clergy)","AAT Getty","http://vocab.getty.edu/aat/300412026","Buddhist clergy","http://vocab.getty.edu/aat/300412024"
"egyptologists","300236749","Egyptologists","AAT Getty","http://vocab.getty.edu/aat/300417556","<people in the humanities by area of speciality>","http://vocab.getty.edu/aat/300236749"
"vestal virgins","300379898","vestal virgins","AAT Getty","http://vocab.getty.edu/aat/300379897","<ancient Greek and Roman clergy>","http://vocab.getty.edu/aat/300379898"
"animal sculptors","300025182","animal sculptors","AAT Getty","http://vocab.getty.edu/aat/300386208","animal artists (animal subject)","http://vocab.getty.edu/aat/300025182"
"architectural photographers","300435150","architectural photographers","AAT Getty","http://vocab.getty.edu/aat/300386212","architectural artists","http://vocab.getty.edu/aat/300435150"
"stuccoists","300264531","stuccoists","AAT Getty","http://vocab.getty.edu/aat/300386331","plasterwork artists","http://vocab.getty.edu/aat/300264531"
"municipal master builders","300435124","municipal master builders","AAT Getty","http://vocab.getty.edu/aat/300386353","master builders","http://vocab.getty.edu/aat/300435124"
"housewives (people)","300136476","housewives (people)","AAT Getty","http://vocab.getty.edu/aat/300386635","homemakers","http://vocab.getty.edu/aat/300136476"
"state officials","300386646","state officials","AAT Getty","http://vocab.getty.edu/aat/300386641","officials","http://vocab.getty.edu/aat/300386646"
"animal artists (animal subject)","300386208","animal artists (animal subject)","AAT Getty","http://vocab.getty.edu/aat/300386706","<artists by subject or style of work>","http://vocab.getty.edu/aat/300386208"
"altar makers","300420020","altar makers","AAT Getty","http://vocab.getty.edu/aat/300386777","<artists by medium or work type>","http://vocab.getty.edu/aat/300420020"
"artist painters","300411314","artist painters","AAT Getty","http://vocab.getty.edu/aat/300386778","<artists by status or location>","http://vocab.getty.edu/aat/300411314"
"guardian angels","300404340","guardian angels","AAT Getty","http://vocab.getty.edu/aat/300379004","angels (spirits)","http://vocab.getty.edu/aat/300404340"
"apsarasas","300404692","apsarasas","AAT Getty","http://vocab.getty.edu/aat/300379007","spirits (beings)","http://vocab.getty.edu/aat/300404692"
"mother goddesses","300412037","mother goddesses","AAT Getty","http://vocab.getty.edu/aat/300343852","goddesses","http://vocab.getty.edu/aat/300412037"
"church painters","300435203","church painters","AAT Getty","http://vocab.getty.edu/aat/300260891","<painters by location or context>","http://vocab.getty.edu/aat/300435203"
"conservators","300102842","conservators (people in conservation)","AAT Getty","http://vocab.getty.edu/aat/300252020","<people in cross- and interdisciplinary fields>","http://vocab.getty.edu/aat/300102842"
"hydrologists","300264404","hydrologists","AAT Getty","http://vocab.getty.edu/aat/300254368","earth scientists","http://vocab.getty.edu/aat/300264404"
"chefs","300417896","chefs","AAT Getty","http://vocab.getty.edu/aat/300248012","cooks","http://vocab.getty.edu/aat/300417896"
"hetmans","300236809","hetmans","AAT Getty","http://vocab.getty.edu/aat/300236474","commanding officers","http://vocab.getty.edu/aat/300236809"
"emperors","300025480","emperors","AAT Getty","http://vocab.getty.edu/aat/300237007","monarchs","http://vocab.getty.edu/aat/300025480"
"bishops","300025756","bishops (prelates)","AAT Getty","http://vocab.getty.edu/aat/300237368","prelates","http://vocab.getty.edu/aat/300025756"
"military personnel","300025450","military personnel","AAT Getty","http://vocab.getty.edu/aat/300237630","<people in military occupations>","http://vocab.getty.edu/aat/300025450"
"guardsmen","300435100","guardsmen","AAT Getty","http://vocab.getty.edu/aat/300239083","<people in security and protection occupations>","http://vocab.getty.edu/aat/300435100"
"aviators","300386316","aviators","AAT Getty","http://vocab.getty.edu/aat/300239090","<people in transportation occupations>","http://vocab.getty.edu/aat/300386316"
"calligraphers","300025107","calligraphers","AAT Getty","http://vocab.getty.edu/aat/300239108","<people in visual arts-related occupations>","http://vocab.getty.edu/aat/300025107"
"canon","300025757","canons (clergy)","AAT Getty","http://vocab.getty.edu/aat/300239152","Christian clergy","http://vocab.getty.edu/aat/300025757"
"canons","300025757","canons (clergy)","AAT Getty","http://vocab.getty.edu/aat/300239152","Christian clergy","http://vocab.getty.edu/aat/300025757"
"rabbis","300025776","rabbis","AAT Getty","http://vocab.getty.edu/aat/300239153","Jewish clergy","http://vocab.getty.edu/aat/300025776"
"imams","300146325","imams","AAT Getty","http://vocab.getty.edu/aat/300239154","Islamic clergy","http://vocab.getty.edu/aat/300146325"
"astrologers","300236024","astrologers","AAT Getty","http://vocab.getty.edu/aat/300239172","<people in the occult sciences>","http://vocab.getty.edu/aat/300236024"
"businesswomen","300236593","businesswomen","AAT Getty","http://vocab.getty.edu/aat/300239179","businesspeople","http://vocab.getty.edu/aat/300236593"
"executioners","300230894","executioners","AAT Getty","http://vocab.getty.edu/aat/300239192","<public officers by activity>","http://vocab.getty.edu/aat/300230894"
"organists","300235015","organists","AAT Getty","http://vocab.getty.edu/aat/300234981","keyboard instrumentalists","http://vocab.getty.edu/aat/300235015"
"bassists","300235037","bassists","AAT Getty","http://vocab.getty.edu/aat/300234983","stringed instrumentalists","http://vocab.getty.edu/aat/300235037"
"buglers","300235048","buglers","AAT Getty","http://vocab.getty.edu/aat/300234984","wind instrumentalists","http://vocab.getty.edu/aat/300235048"
"military officers","300236171","captains (military officers)","AAT Getty","http://vocab.getty.edu/aat/300236210","military officers","http://vocab.getty.edu/aat/300236171"
"chamberlains","300236290","chamberlains","AAT Getty","http://vocab.getty.edu/aat/300236284","stewards","http://vocab.getty.edu/aat/300236290"
"farmers","300025607","farmers (people in agriculture)","AAT Getty","http://vocab.getty.edu/aat/300230848","<people in agriculture>","http://vocab.getty.edu/aat/300025607"
"film producers","300312211","film producers","AAT Getty","http://vocab.getty.edu/aat/300197742","producers (managers)","http://vocab.getty.edu/aat/300312211"
"ervads","300264501","ervads","AAT Getty","http://vocab.getty.edu/aat/300188718","magi (clergy)","http://vocab.getty.edu/aat/300264501"
"grand masters","300236782","grand masters","AAT Getty","http://vocab.getty.edu/aat/300189710","officers (administrators)","http://vocab.getty.edu/aat/300236782"
"grenadiers","300417494","grenadiers","AAT Getty","http://vocab.getty.edu/aat/300185678","soldiers","http://vocab.getty.edu/aat/300417494"
"philologists","300025568","philologists","AAT Getty","http://vocab.getty.edu/aat/300171572","<people in linguistics-related occupations>","http://vocab.getty.edu/aat/300025568"
"bibliographers","300025552","bibliographers","AAT Getty","http://vocab.getty.edu/aat/300171575","<people in literature-related occupations>","http://vocab.getty.edu/aat/300025552"
"archaeologists","300025486","archaeologists","AAT Getty","http://vocab.getty.edu/aat/300171580","social scientists","http://vocab.getty.edu/aat/300025486"
"bartenders","300435317","bartenders","AAT Getty","http://vocab.getty.edu/aat/300174088","<people in service occupations>","http://vocab.getty.edu/aat/300435317"
"barometer makers","300386279","barometer makers","AAT Getty","http://vocab.getty.edu/aat/300168308","<people in crafts and trades by product>","http://vocab.getty.edu/aat/300386279"
"fringe makers","300404078","fringe makers","AAT Getty","http://vocab.getty.edu/aat/300168309","<textile workers by product>","http://vocab.getty.edu/aat/300404078"
"architectural historians","300025540","architectural historians","AAT Getty","http://vocab.getty.edu/aat/300168332","<people in arts-related occupations>","http://vocab.getty.edu/aat/300025540"
"construction workers","300025001","construction workers","AAT Getty","http://vocab.getty.edu/aat/300168334","<people in engineering, building trades and planning>","http://vocab.getty.edu/aat/300025001"
"liturgists","300237064","liturgists","AAT Getty","http://vocab.getty.edu/aat/300168335","people in religion-related occupations","http://vocab.getty.edu/aat/300237064"
"classicists","300025517","classicists","AAT Getty","http://vocab.getty.edu/aat/300168378","<people in history-related occupations>","http://vocab.getty.edu/aat/300025517"
"counselors (people in social science)","300025518","counselors (people in social science)","AAT Getty","http://vocab.getty.edu/aat/300168393","<people in social science-related occupations>","http://vocab.getty.edu/aat/300025518"
"counsellors","300025518","counsellors","AAT Getty","http://vocab.getty.edu/aat/300168393","<people in social science-related occupations>","http://vocab.getty.edu/aat/300025518"
"candle bearers","300411990","candle bearers","AAT Getty","http://vocab.getty.edu/aat/300168457","people in religion","http://vocab.getty.edu/aat/300411990"
"percussionists","300235068","percussionists","AAT Getty","http://vocab.getty.edu/aat/300162131","instrumentalists","http://vocab.getty.edu/aat/300235068"
"chiropractors","300156135","chiropractors","AAT Getty","http://vocab.getty.edu/aat/300155832","<people in health and medicine>","http://vocab.getty.edu/aat/300156135"
"maids (servants)","300379706","maids (servants)","AAT Getty","http://vocab.getty.edu/aat/300136452","domestics (servants)","http://vocab.getty.edu/aat/300379706"
"secretaries (clerical workers)","300137147","secretaries (clerical workers)","AAT Getty","http://vocab.getty.edu/aat/300137140","clerical workers","http://vocab.getty.edu/aat/300137147"
"floriculturists","300251497","floriculturists","AAT Getty","http://vocab.getty.edu/aat/300112031","horticulturists","http://vocab.getty.edu/aat/300251497"
"broadcasters","300025502","broadcasters","AAT Getty","http://vocab.getty.edu/aat/300103043","people in communications","http://vocab.getty.edu/aat/300025502"
"actors (performing artists)","300025658","actors (performing artists)","AAT Getty","http://vocab.getty.edu/aat/300068931","performing artists","http://vocab.getty.edu/aat/300025658"
"caliphs","300264254","caliphs","AAT Getty","http://vocab.getty.edu/aat/300025475","rulers (people)","http://vocab.getty.edu/aat/300264254"
"children’s authors","300417569","children’s authors","AAT Getty","http://vocab.getty.edu/aat/300025492","authors","http://vocab.getty.edu/aat/300417569"
"hagiographers","300025495","hagiographers","AAT Getty","http://vocab.getty.edu/aat/300025494","biographers","http://vocab.getty.edu/aat/300025495"
"editorial writers","300025506","editorial writers","AAT Getty","http://vocab.getty.edu/aat/300025501","journalists","http://vocab.getty.edu/aat/300025506"
"embedded reporters","300266388","embedded reporters","AAT Getty","http://vocab.getty.edu/aat/300025508","reporters (news)","http://vocab.getty.edu/aat/300266388"
"faculty (educators)","300417550","faculty (educators)","AAT Getty","http://vocab.getty.edu/aat/300025527","educators","http://vocab.getty.edu/aat/300417550"
"instructors","300386631","instructors","AAT Getty","http://vocab.getty.edu/aat/300025529","teachers","http://vocab.getty.edu/aat/300386631"
"local historians","300251988","local historians","AAT Getty","http://vocab.getty.edu/aat/300025539","historians","http://vocab.getty.edu/aat/300251988"
"indexers","300025553","indexers","AAT Getty","http://vocab.getty.edu/aat/300025550","information scientists","http://vocab.getty.edu/aat/300025553"
"circulation librarians","300025558","circulation librarians","AAT Getty","http://vocab.getty.edu/aat/300025555","librarians","http://vocab.getty.edu/aat/300025558"
"grammarians","300025537","grammarians","AAT Getty","http://vocab.getty.edu/aat/300025561","linguists","http://vocab.getty.edu/aat/300025537"
"epistemologists","300251507","epistemologists","AAT Getty","http://vocab.getty.edu/aat/300025569","philosophers","http://vocab.getty.edu/aat/300251507"
"tlahcuilohqueh","300311298","tlahcuilohqueh","AAT Getty","http://vocab.getty.edu/aat/300025580","scribes (people)","http://vocab.getty.edu/aat/300311298"
"ethnologists","300025585","ethnologists","AAT Getty","http://vocab.getty.edu/aat/300025583","anthropologists","http://vocab.getty.edu/aat/300025585"
"paleogeographers","300025595","paleogeographers","AAT Getty","http://vocab.getty.edu/aat/300025592","geographers","http://vocab.getty.edu/aat/300025595"
"palaeogeographers","300025595","palaeogeographers","AAT Getty","http://vocab.getty.edu/aat/300025592","geographers","http://vocab.getty.edu/aat/300025595"
"bibliotherapists","300253636","bibliotherapists","AAT Getty","http://vocab.getty.edu/aat/300025598","therapists","http://vocab.getty.edu/aat/300253636"
"fishermen (people)","300025608","fishermen (people)","AAT Getty","http://vocab.getty.edu/aat/300025603","<people in agriculture or natural resource occupations>","http://vocab.getty.edu/aat/300025608"
"horticulturists","300112031","horticulturists","AAT Getty","http://vocab.getty.edu/aat/300025604","agriculturists","http://vocab.getty.edu/aat/300112031"
"urban foresters","300261097","urban foresters","AAT Getty","http://vocab.getty.edu/aat/300025609","foresters","http://vocab.getty.edu/aat/300261097"
"shepherds","300025617","shepherds","AAT Getty","http://vocab.getty.edu/aat/300025615","herdsmen","http://vocab.getty.edu/aat/300025617"
"judges","300025625","judges","AAT Getty","http://vocab.getty.edu/aat/300025622","people in law","http://vocab.getty.edu/aat/300025625"
"oidores","300311295","oidores","AAT Getty","http://vocab.getty.edu/aat/300025625","judges","http://vocab.getty.edu/aat/300311295"
"public defenders","300156496","public defenders","AAT Getty","http://vocab.getty.edu/aat/300025627","lawyers","http://vocab.getty.edu/aat/300156496"
"curators","300025633","curators","AAT Getty","http://vocab.getty.edu/aat/300025631","<people in museology>","http://vocab.getty.edu/aat/300025633"
"choragi","300251113","choragi","AAT Getty","http://vocab.getty.edu/aat/300025645","<people in the performing arts>","http://vocab.getty.edu/aat/300251113"
"nautch dancers","300435330","nautch dancers","AAT Getty","http://vocab.getty.edu/aat/300025653","dancers","http://vocab.getty.edu/aat/300435330"
"theater directors","300312210","theater directors","AAT Getty","http://vocab.getty.edu/aat/300025654","directors (performing arts)","http://vocab.getty.edu/aat/300312210"
"theatre directors","300312210","theatre directors","AAT Getty","http://vocab.getty.edu/aat/300025654","directors (performing arts)","http://vocab.getty.edu/aat/300312210"
"phlyakes","300386065","phlyakes","AAT Getty","http://vocab.getty.edu/aat/300025658","actors (performing artists)","http://vocab.getty.edu/aat/300386065"
"bandsmen","300122949","bandsmen","AAT Getty","http://vocab.getty.edu/aat/300025666","musicians","http://vocab.getty.edu/aat/300122949"
"choirmasters","300264212","choirmasters","AAT Getty","http://vocab.getty.edu/aat/300025672","conductors (musicians)","http://vocab.getty.edu/aat/300264212"
"cinematographers","300025650","cinematographers","AAT Getty","http://vocab.getty.edu/aat/300025687","photographers","http://vocab.getty.edu/aat/300025650"
"bookmakers","300264598","bookmakers","AAT Getty","http://vocab.getty.edu/aat/300025701","<people in the printing industry>","http://vocab.getty.edu/aat/300264598"
"job printers","300025734","job printers","AAT Getty","http://vocab.getty.edu/aat/300025732","printers (people)","http://vocab.getty.edu/aat/300025734"
"people in religion-related occupations","300168335","people in religion-related occupations","AAT Getty","http://vocab.getty.edu/aat/300025746","<people in religion and related occupations>","http://vocab.getty.edu/aat/300168335"
"buddhist clergy","300412026","Buddhist clergy","AAT Getty","http://vocab.getty.edu/aat/300025747","clergy","http://vocab.getty.edu/aat/300412026"
"prince-bishops","300379278","prince-bishops","AAT Getty","http://vocab.getty.edu/aat/300025756","bishops (prelates)","http://vocab.getty.edu/aat/300379278"
"archimandrites","300386285","archimandrites","AAT Getty","http://vocab.getty.edu/aat/300025765","monks (people)","http://vocab.getty.edu/aat/300386285"
"prioresses","300265215","prioresses","AAT Getty","http://vocab.getty.edu/aat/300025770","nuns","http://vocab.getty.edu/aat/300265215"
"warrior priests","300411643","warrior priests","AAT Getty","http://vocab.getty.edu/aat/300025774","priests","http://vocab.getty.edu/aat/300411643"
"lay brothers","300386280","lay brothers","AAT Getty","http://vocab.getty.edu/aat/300025783","religious (people)","http://vocab.getty.edu/aat/300386280"
"computer programmers","300025819","computer programmers","AAT Getty","http://vocab.getty.edu/aat/300025785","<people in science-related occupations>","http://vocab.getty.edu/aat/300025819"
"arithmeticians","300264410","arithmeticians","AAT Getty","http://vocab.getty.edu/aat/300025786","mathematicians","http://vocab.getty.edu/aat/300264410"
"biologists","300025790","biologists","AAT Getty","http://vocab.getty.edu/aat/300025788","scientists","http://vocab.getty.edu/aat/300025790"
"marine biologists","300136436","marine biologists","AAT Getty","http://vocab.getty.edu/aat/300025790","biologists","http://vocab.getty.edu/aat/300136436"
"ichthyologists","300136437","ichthyologists","AAT Getty","http://vocab.getty.edu/aat/300025792","zoologists","http://vocab.getty.edu/aat/300136437"
"biochemists","300236030","biochemists","AAT Getty","http://vocab.getty.edu/aat/300025793","chemists (scientists)","http://vocab.getty.edu/aat/300236030"
"geomorphologists","300025800","geomorphologists","AAT Getty","http://vocab.getty.edu/aat/300025799","geologists","http://vocab.getty.edu/aat/300025800"
"psychiatrists","300025811","psychiatrists","AAT Getty","http://vocab.getty.edu/aat/300025809","physicians","http://vocab.getty.edu/aat/300025811"
"geophysicists","300264406","geophysicists","AAT Getty","http://vocab.getty.edu/aat/300025816","physicists","http://vocab.getty.edu/aat/300264406"
"police women","300264350","police women","AAT Getty","http://vocab.getty.edu/aat/300025867","police officers","http://vocab.getty.edu/aat/300264350"
"migrant workers","300025891","migrant workers","AAT Getty","http://vocab.getty.edu/aat/300025886","workers","http://vocab.getty.edu/aat/300025891"
"laborers","300025888","laborers","AAT Getty","http://vocab.getty.edu/aat/300025887","blue collar workers","http://vocab.getty.edu/aat/300025888"
"labourers","300025888","labourers","AAT Getty","http://vocab.getty.edu/aat/300025887","blue collar workers","http://vocab.getty.edu/aat/300025888"
"tea masters","300343833","tea masters","AAT Getty","http://vocab.getty.edu/aat/300025904","masters (professionals)","http://vocab.getty.edu/aat/300343833"
"actuaries","300024983","actuaries","AAT Getty","http://vocab.getty.edu/aat/300024981","<people in accounting>","http://vocab.getty.edu/aat/300024983"
"associated architects","300024988","associated architects","AAT Getty","http://vocab.getty.edu/aat/300024987","architects","http://vocab.getty.edu/aat/300024988"
"blasters","300025004","blasters","AAT Getty","http://vocab.getty.edu/aat/300025001","construction workers","http://vocab.getty.edu/aat/300025004"
"bricklayers","300025043","bricklayers","AAT Getty","http://vocab.getty.edu/aat/300025040","masons (construction workers)","http://vocab.getty.edu/aat/300025043"
"general contractors","300025053","general contractors","AAT Getty","http://vocab.getty.edu/aat/300025052","contractors","http://vocab.getty.edu/aat/300025053"
"renderer","300025179","renderers","AAT Getty","http://vocab.getty.edu/aat/300025059","draftsmen (people in engineering)","http://vocab.getty.edu/aat/300025179"
"renderers","300025179","renderers","AAT Getty","http://vocab.getty.edu/aat/300025059","draughtsmen (people in engineering)","http://vocab.getty.edu/aat/300025179"
"architectural engineers","300386348","architectural engineers","AAT Getty","http://vocab.getty.edu/aat/300025063","engineers","http://vocab.getty.edu/aat/300386348"
"sanitary engineers","300025075","sanitary engineers","AAT Getty","http://vocab.getty.edu/aat/300025070","civil engineers","http://vocab.getty.edu/aat/300025075"
"environmental designers","300251196","environmental designers","AAT Getty","http://vocab.getty.edu/aat/300025090","planners","http://vocab.getty.edu/aat/300251196"
"art directors","300025102","art directors","AAT Getty","http://vocab.getty.edu/aat/300025101","<people in the visual arts>","http://vocab.getty.edu/aat/300025102"
"figure painters","300435173","figure painters","AAT Getty","http://vocab.getty.edu/aat/300025137","<painters by subject of work>","http://vocab.getty.edu/aat/300435173"
"encaustic painters","300378947","encaustic painters","AAT Getty","http://vocab.getty.edu/aat/300025143","<painters by technique, implement, or material employed>","http://vocab.getty.edu/aat/300378947"
"graffiti artists","300312066","graffiti artists","AAT Getty","http://vocab.getty.edu/aat/300025153","muralists (painters)","http://vocab.getty.edu/aat/300312066"
"printmaker","300025165","engravers (printmakers)","AAT Getty","http://vocab.getty.edu/aat/300025164","printmakers","http://vocab.getty.edu/aat/300025165"
"engravers","300025165","engravers (printmakers)","AAT Getty","http://vocab.getty.edu/aat/300025164","print-makers","http://vocab.getty.edu/aat/300025165"
"mezzotinters","300025176","mezzotinters","AAT Getty","http://vocab.getty.edu/aat/300025165","engravers (printmakers)","http://vocab.getty.edu/aat/300025176"
"stone etchers","300435241","stone etchers","AAT Getty","http://vocab.getty.edu/aat/300025174","etchers","http://vocab.getty.edu/aat/300435241"
"photolithographers","300025726","photolithographers","AAT Getty","http://vocab.getty.edu/aat/300025175","lithographers","http://vocab.getty.edu/aat/300025726"
"coroplasts","300400624","coroplasts","AAT Getty","http://vocab.getty.edu/aat/300025181","sculptors","http://vocab.getty.edu/aat/300400624"
"costume designers","300163428","costume designers","AAT Getty","http://vocab.getty.edu/aat/300025190","designers","http://vocab.getty.edu/aat/300163428"
"interior decorators","300162547","interior decorators","AAT Getty","http://vocab.getty.edu/aat/300025205","interior designers","http://vocab.getty.edu/aat/300162547"
"agents (commercial representatives)","300025213","agents (commercial representatives)","AAT Getty","http://vocab.getty.edu/aat/300025207","<people in commerce and business>","http://vocab.getty.edu/aat/300025213"
